Sample_ID	Sex	Run_center	Subsite	Site	Description
700015666	male	JCVI,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700015666_from_subject_158924089__sex_male_
700016047	male	BCM,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700016047_from_subject_158964549__sex_male_
700016134	male	BCM,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700016134_from_subject_159146620__sex_male_
700016310	female	JCVI,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700016310_from_subject_159085930__sex_female_
700016653	male	BCM,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700016653_from_subject_159166850__sex_male_
700021289	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700021289_from_subject_763516763__sex_male_
700021679	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700021679_from_subject_763536994__sex_male_
700021809	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700021809_from_subject_763678604__sex_male_
700021895	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700021895_from_subject_763820215__sex_female_
700023071	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023071_from_subject_763698834__sex_female_
700023171	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023171_from_subject_763638144__sex_female_
700023239	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023239_from_subject_763840445__sex_female_
700023294	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023294_from_subject_763597684__sex_male_
700023392	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023392_from_subject_763719065__sex_female_
700023449	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023449_from_subject_763921366__sex_female_
700023505	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023505_from_subject_764002286__sex_male_
700023553	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023553_from_subject_763860675__sex_male_
700023599	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023599_from_subject_763880905__sex_male_
700023636	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023636_from_subject_764062976__sex_female_
700023703	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023703_from_subject_763901136__sex_female_
700023817	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023817_from_subject_763759525__sex_female_
700023874	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023874_from_subject_764143897__sex_female_
700023921	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023921_from_subject_763982056__sex_male_
700023969	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700023969_from_subject_764184357__sex_female_
700024082	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024082_from_subject_764083206__sex_male_
700024130	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024130_from_subject_764245047__sex_female_
700024236	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024236_from_subject_764346198__sex_female_
700024292	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024292_from_subject_764487809__sex_male_
700024404	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024404_from_subject_764224817__sex_male_
700024445	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024445_from_subject_763435843__sex_male_
700024494	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024494_from_subject_764002286__sex_male_
700024541	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024541_from_subject_764305738__sex_male_
700024589	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024589_from_subject_764325968__sex_male_
700024648	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024648_from_subject_764447348__sex_male_
700024685	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024685_from_subject_764508039__sex_male_
700024801	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024801_from_subject_764366428__sex_female_
700024848	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024848_from_subject_764649650__sex_female_
700024904	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024904_from_subject_764669880__sex_male_
700024952	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700024952_from_subject_765074482__sex_male_
700033024	female	JCVI,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700033024_from_subject_159247771__sex_female_
700033145	female	BCM,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700033145_from_subject_159733294__sex_female_
700033481	female	BCM,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700033481_from_subject_159470302__sex_female_
700033741	female	BCM,WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700033741_from_subject_159713063__sex_female_
700037028	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037028_from_subject_765094712__sex_male_
700037086	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037086_from_subject_765155402__sex_male_
700037135	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037135_from_subject_765013792__sex_female_
700037192	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037192_from_subject_765195863__sex_female_
700037248	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037248_from_subject_765135172__sex_male_
700037296	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037296_from_subject_765256553__sex_female_
700037353	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037353_from_subject_765216093__sex_male_
700037401	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037401_from_subject_765276783__sex_male_
700037447	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037447_from_subject_764305738__sex_male_
700037535	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037535_from_subject_764083206__sex_male_
700037635	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037635_from_subject_765398164__sex_male_
700037750	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037750_from_subject_765377934__sex_female_
700037807	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037807_from_subject_765337473__sex_female_
700037854	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037854_from_subject_765560005__sex_male_
700037902	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037902_from_subject_765519544__sex_male_
700037950	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700037950_from_subject_765317243__sex_female_
700038007	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038007_from_subject_763597684__sex_male_
700038065	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038065_from_subject_765620695__sex_female_
700038122	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038122_from_subject_763678604__sex_male_
700038160	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038160_from_subject_765539774__sex_female_
700038225	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038225_from_subject_764669880__sex_male_
700038277	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038277_from_subject_765661155__sex_female_
700038340	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038340_from_subject_764892411__sex_male_
700038388	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038388_from_subject_765701615__sex_male_
700038447	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038447_from_subject_763536994__sex_male_
700038495	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038495_from_subject_763476303__sex_male_
700038542	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038542_from_subject_763880905__sex_male_
700038695	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038695_from_subject_763698834__sex_female_
700038753	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038753_from_subject_508703490__sex_female_
700038799	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038799_from_subject_765640925__sex_female_
700038866	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038866_from_subject_861967750__sex_male_
700038914	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038914_from_subject_355657046__sex_male_
700038952	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700038952_from_subject_370027359__sex_male_
700095368	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700095368_from_subject_158398106__sex_male_
700095425	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700095425_from_subject_158418336__sex_male_
700095789	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700095789_from_subject_160825720__sex_male_
700095971	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700095971_from_subject_160906640__sex_male_
700096323	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700096323_from_subject_160886410__sex_male_
700096583	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700096583_from_subject_160866180__sex_female_
700096605	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700096605_from_subject_160744799__sex_female_
700097249	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700097249_from_subject_158216035__sex_male_
700097306	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700097306_from_subject_158013734__sex_female_
700097646	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700097646_from_subject_158155345__sex_male_
700098124	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700098124_from_subject_533247696__sex_female_
700098282	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700098282_from_subject_158742018__sex_female_
700098374	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700098374_from_subject_158458797__sex_female_
700098947	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700098947_from_subject_158236265__sex_female_
700099017	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700099017_from_subject_158114885__sex_female_
700099074	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700099074_from_subject_158276726__sex_female_
700099605	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700099605_from_subject_158438567__sex_male_
700099761	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700099761_from_subject_158964549__sex_male_
700099971	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700099971_from_subject_892969023__sex_female_
700100242	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700100242_from_subject_158883629__sex_female_
700101653	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700101653_from_subject_159389382__sex_male_
700102257	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700102257_from_subject_159166850__sex_male_
700102600	female	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700102600_from_subject_159227541__sex_female_
700102920	male	BCM	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700102920_from_subject_159146620__sex_male_
700103272	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700103272_from_subject_682449369__sex_female_
700103442	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700103442_from_subject_763860675__sex_male_
700103481	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700103481_from_subject_132902142__sex_female_
700103560	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700103560_from_subject_863126187__sex_male_
700103617	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700103617_from_subject_765094712__sex_male_
700103665	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700103665_from_subject_763759525__sex_female_
700105089	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105089_from_subject_256789458__sex_female_
700105146	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105146_from_subject_612472597__sex_female_
700105203	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105203_from_subject_763820215__sex_female_
700105260	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105260_from_subject_764325968__sex_male_
700105367	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105367_from_subject_764487809__sex_male_
700105461	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105461_from_subject_643185023__sex_female_
700105519	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105519_from_subject_765155402__sex_male_
700105615	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105615_from_subject_953045535__sex_female_
700105678	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105678_from_subject_763456073__sex_female_
700105735	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105735_from_subject_764447348__sex_male_
700105776	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105776_from_subject_375450439__sex_female_
700105830	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105830_from_subject_763516763__sex_male_
700105878	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105878_from_subject_668248235__sex_male_
700105934	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105934_from_subject_658594300__sex_male_
700105984	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700105984_from_subject_465578759__sex_female_
700106011	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106011_from_subject_764184357__sex_female_
700106058	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106058_from_subject_737052003__sex_female_
700106115	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106115_from_subject_706846339__sex_female_
700106172	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106172_from_subject_823052294__sex_male_
700106231	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106231_from_subject_675950834__sex_female_
700106287	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106287_from_subject_550534656__sex_female_
700106408	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106408_from_subject_517810313__sex_male_
700106430	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106430_from_subject_338793263__sex_female_
700106487	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106487_from_subject_553359145__sex_female_
700106544	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106544_from_subject_208027353__sex_female_
700106611	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106611_from_subject_763982056__sex_male_
700106659	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106659_from_subject_764224817__sex_male_
700106697	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106697_from_subject_184349034__sex_male_
700106802	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106802_from_subject_764143897__sex_female_
700106869	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106869_from_subject_764811490__sex_female_
700106942	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106942_from_subject_147406386__sex_male_
700106981	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700106981_from_subject_275382046__sex_male_
700107204	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700107204_from_subject_686765762__sex_male_
700107831	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700107831_from_subject_161311242__sex_male_
700108053	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700108053_from_subject_161270782__sex_male_
700108299	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700108299_from_subject_160825720__sex_male_
700108488	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700108488_from_subject_160967330__sex_male_
700108797	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700108797_from_subject_160987560__sex_male_
700108969	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700108969_from_subject_161007791__sex_female_
700109122	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700109122_from_subject_970836795__sex_female_
700109245	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700109245_from_subject_638754422__sex_female_
700109332	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700109332_from_subject_160866180__sex_female_
700109398	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700109398_from_subject_370425937__sex_female_
700109464	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700109464_from_subject_161554003__sex_male_
700109765	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700109765_from_subject_161331472__sex_male_
700109822	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700109822_from_subject_160947100__sex_male_
700110002	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110002_from_subject_161412393__sex_male_
700110170	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110170_from_subject_246515023__sex_female_
700110236	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110236_from_subject_161473083__sex_female_
700110302	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110302_from_subject_892969023__sex_female_
700110368	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110368_from_subject_650853796__sex_female_
700110434	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110434_from_subject_604812005__sex_male_
700110602	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110602_from_subject_295137534__sex_male_
700110659	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110659_from_subject_368533040__sex_male_
700110716	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110716_from_subject_492786515__sex_male_
700110827	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700110827_from_subject_809635352__sex_female_
700111041	male	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700111041_from_subject_686765762__sex_male_
700111454	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700111454_from_subject_451588811__sex_female_
700111826	female	JCVI	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700111826_from_subject_414519462__sex_female_
700113068	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700113068_from_subject_764872181__sex_male_
700113116	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700113116_from_subject_764467579__sex_female_
700113611	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700113611_from_subject_763536994__sex_male_
700114012	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700114012_from_subject_763395383__sex_male_
700114117	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700114117_from_subject_763840445__sex_female_
700114608	female	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700114608_from_subject_763901136__sex_female_
700114857	male	WUGC	Right_Retroauricular_crease	Skin	HMP_Human_metagenome_sample_700114857_from_subject_682102541__sex_male_
700014403	male	BCM,BI	Saliva	Oral	HMP_Human_metagenome_sample_700014403_from_subject_158398106__sex_male_
700014501	male	BCM,BI	Saliva	Oral	HMP_Human_metagenome_sample_700014501_from_subject_158418336__sex_male_
700014559	female	BCM,BI	Saliva	Oral	HMP_Human_metagenome_sample_700014559_from_subject_158458797__sex_female_
700014611	male	BI,BCM	Saliva	Oral	HMP_Human_metagenome_sample_700014611_from_subject_158438567__sex_male_
700014783	male	JCVI,BI	Saliva	Oral	HMP_Human_metagenome_sample_700014783_from_subject_158479027__sex_male_
700014909	male	JCVI,BI	Saliva	Oral	HMP_Human_metagenome_sample_700014909_from_subject_158499257__sex_male_
700014965	male	JCVI,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700014965_from_subject_158822939__sex_male_
700015068	male	JCVI,BI	Saliva	Oral	HMP_Human_metagenome_sample_700015068_from_subject_158721788__sex_male_
700015125	female	BCM,BI	Saliva	Oral	HMP_Human_metagenome_sample_700015125_from_subject_158883629__sex_female_
700015191	female	BCM,BI	Saliva	Oral	HMP_Human_metagenome_sample_700015191_from_subject_158742018__sex_female_
700015257	male	JCVI,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700015257_from_subject_158802708__sex_male_
700015422	female	JCVI,BI	Saliva	Oral	HMP_Human_metagenome_sample_700015422_from_subject_158944319__sex_female_
700015440	female	JCVI,BI	Saliva	Oral	HMP_Human_metagenome_sample_700015440_from_subject_159025240__sex_female_
700015631	male	JCVI,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700015631_from_subject_158924089__sex_male_
700015714	female	JCVI,BI	Saliva	Oral	HMP_Human_metagenome_sample_700015714_from_subject_158984779__sex_female_
700015991	female	JCVI,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700015991_from_subject_159247771__sex_female_
700016036	male	BCM,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700016036_from_subject_158964549__sex_male_
700016123	male	BCM,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700016123_from_subject_159146620__sex_male_
700016299	female	JCVI,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700016299_from_subject_159085930__sex_female_
700016344	female	JCVI,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700016344_from_subject_159005010__sex_female_
700016546	female	BCM	Saliva	Oral	HMP_Human_metagenome_sample_700016546_from_subject_159227541__sex_female_
700016620	male	BCM,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700016620_from_subject_159166850__sex_male_
700016906	male	BCM	Saliva	Oral	HMP_Human_metagenome_sample_700016906_from_subject_159389382__sex_male_
700021359	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700021359_from_subject_763536994__sex_male_
700023180	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023180_from_subject_763638144__sex_female_
700023235	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023235_from_subject_763840445__sex_female_
700023380	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023380_from_subject_763719065__sex_female_
700023437	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023437_from_subject_763921366__sex_female_
700023494	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023494_from_subject_764002286__sex_male_
700023541	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023541_from_subject_763860675__sex_male_
700023691	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023691_from_subject_763901136__sex_female_
700023805	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023805_from_subject_763759525__sex_female_
700023862	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023862_from_subject_764143897__sex_female_
700023925	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023925_from_subject_763982056__sex_male_
700023976	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700023976_from_subject_764184357__sex_female_
700024087	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024087_from_subject_764083206__sex_male_
700024190	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024190_from_subject_764285508__sex_male_
700024297	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024297_from_subject_764487809__sex_male_
700024339	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024339_from_subject_764467579__sex_female_
700024396	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024396_from_subject_764224817__sex_male_
700024450	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024450_from_subject_763435843__sex_male_
700024546	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024546_from_subject_764305738__sex_male_
700024636	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024636_from_subject_764447348__sex_male_
700024690	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024690_from_subject_764508039__sex_male_
700024741	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024741_from_subject_764588959__sex_female_
700024855	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024855_from_subject_764649650__sex_female_
700024917	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024917_from_subject_764669880__sex_male_
700024956	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700024956_from_subject_765074482__sex_male_
700033134	female	BCM,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700033134_from_subject_159733294__sex_female_
700033448	female	BCM,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700033448_from_subject_159470302__sex_female_
700033730	female	BCM,WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700033730_from_subject_159713063__sex_female_
700037032	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037032_from_subject_765094712__sex_male_
700037075	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037075_from_subject_765155402__sex_male_
700037124	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037124_from_subject_765013792__sex_female_
700037180	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037180_from_subject_765195863__sex_female_
700037285	female	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037285_from_subject_765256553__sex_female_
700037342	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037342_from_subject_765216093__sex_male_
700037390	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037390_from_subject_765276783__sex_male_
700037451	male	WUGC	Saliva	Oral	HMP_Human_metagenome_sample_700037451_from_subject_764305738__sex_male_
